usage_id	word	orth	sense_id	gloss	example	indices_target_token	date	period
train_ru_5253	кушать	кушать	kushat'_nqtZNN9Gtv4	разг. есть, принимать пищу (употребляется в форме повел. и инф. при вежливом или ласковом приглашении к еде, иногда к питью)	Что ѣлъ, что кушалъ, все равно. Кушаютъ однѣ только свиньи, а люди-де ѣдятъ. Хлѣбъ-соль кушай, а хозяина слушай. Хлѣбъ-соль кушай, а правду слушай. Чье кушаю, того и слушаю. Не твое пью да кушаю, не тебя и слушаю. Что поставятъ, то и кушай, а хозяина въ домѣ слушай. Есть что слушать, да нечего кушать. Семеро стоятъ да слушаютъ, семеро ѣдятъ да кушаютъ. Любишь кушать, люби и порушать. Марwуша, покушай, Макавей, поговѣй. Что-то ему не кушается, не хочетъ, либо не можетъ ѣсть. Выкушай чашечку. Господа докушали. Закушай, заѣшь, закуси. Искушай рюмочку. Накушался досыта. Только надкушалъ, отвѣдалъ. Обкушалъ всѣхъ. Откушать, надкушать и докушать. Покушай немного. Онъ все покушалъ, скушалъ, съѣлъ. Господа покушали, откушали. Онъ подкушалъ, подгулялъ. Обкушался чего, объѣлся. Медку прикушиваемъ. Прокушался, проѣлся. Раскушался, разохотился ѣсть. Вкушать, искушать		old	old
train_ru_5254	кушать	кушать	kushat'_y5MFYaHoZjU	перен., ирон. потреблять, воспринимать	А как же публика? Вы видели ее реакцию? Секретарь перебил меня, заговорил резко: ― Публика кушает все. Даже если ты разденешься на сцене, она будет еще больше реагировать.		new	new
train_ru_5255	кушать	кушать	kushat'_y5MFYaHoZjU	перен., ирон. потреблять, воспринимать	А регионы, когда им было объявлено, чтоб кушали свободы и независимости, сколько смогут проглотить, — разве они воспользовались этой свободой, чтобы иначе организовать жизнь на своей территории?		new	new
train_ru_5256	ладом	ладомъ	ladom_lptVoSrGmy0	, порядкомъ, толкомъ, путемъ, дѣльно. бы поучить его надо, чтобъ не дурилъ! Сядемъ рядкомъ, да побаемъ ладкомъ!	— Нет, уж кончено: сиди здесь, коли не умела ладом ехать.		new	new
train_ru_5257	ладом	ладомъ	ladom_lptVoSrGmy0	, порядкомъ, толкомъ, путемъ, дѣльно. бы поучить его надо, чтобъ не дурилъ! Сядемъ рядкомъ, да побаемъ ладкомъ!	— Ну что там дело!. Дело не медведь, в лес не убежит, а ты прежде подойди-ка сюда ко мне: сядем рядом, да поговорим ладом, по-старому, по-бывалому.		new	new
train_ru_5258	ладом	ладомъ	ladom_lptVoSrGmy0	, порядкомъ, толкомъ, путемъ, дѣльно. бы поучить его надо, чтобъ не дурилъ! Сядемъ рядкомъ, да побаемъ ладкомъ!	Ладомъ бы поучить его надо, чтобъ не дурилъ! Сядемъ рядкомъ, да побаемъ		old	old
train_ru_5259	ладом	ладомъ	ladom_lptVoSrGmy0	, порядкомъ, толкомъ, путемъ, дѣльно. бы поучить его надо, чтобъ не дурилъ! Сядемъ рядкомъ, да побаемъ ладкомъ!	Был Коля «на развязях»: судя по осунувшемуся лицу, потухшему взору, мокрой сигаре во рту, давно уж он не спал ладом, не ел.		new	new
train_ru_5260	ладом	ладомъ	ladom_lptVoSrGmy0	, порядкомъ, толкомъ, путемъ, дѣльно. бы поучить его надо, чтобъ не дурилъ! Сядемъ рядкомъ, да побаемъ ладкомъ!	Он не успел заправить шапку ладом. Майор в желтом полушубке, с портупеей через оба плеча, поинтересовался ― кто такие?		new	new
train_ru_5261	ладонь	ладонь	ladon'_j3QFjuGk1Bw	анат. внутренняя сторона кисти руки	Самгин сидел наклонясь, опираясь ладонями в колени.		new	new
train_ru_5262	ладонь	ладонь	ladon'_j3QFjuGk1Bw	анат. внутренняя сторона кисти руки	Снова выполните те же движения, но повернув кисть руки ладонью назад или вверх.		new	new
train_ru_5263	ладонь	ладонь	ladon'_j3QFjuGk1Bw	анат. внутренняя сторона кисти руки	произност. долонь, длань; внутренняя сторона руки, всей кисти; та же сторона пясти, безъ перстовъ. Ударить ладонью. Гадать по ладони.		old	old
train_ru_5264	ладонь	ладонь	ladon'_MoyprZkdYoo	Токъ, мѣсто убитое для молотьбы хлѣба;			old	old
train_ru_5265	ладонь	ладонь	ladon'_dENWnnYiEfE	гладь, ровень, уровенная плоскость.			old	old
train_ru_5266	ладонь	ладонь	ladon'_6SxcO-wB_ak	сабань, лемехъ, ральникъ, сошник.	Ладонь,		old	old
train_ru_5267	ладонь	ладонь	ladon'__P-AtP-aPyk	Въ горныхъ крѣпяхъ стойка, подпора зерно на току.	У куксы, ни кулакъ, ни ладонь. Крытая ладонь, рига. По ладони озера рябь пробѣжала. Столъ (земля, нива) -- Божья ладонь кормитъ. Правая ладонь чешется къ корысти; левая къ ущербу. Правая ладонь чешется, получать деньги; левая отдавать. На ладони чирышекъ?		old	old
train_ru_5268	ладонь	ладонь	ladon'_Mh-Tt3NeSAw	устар. мера длины, равная четырём дюймам или примерно 10,16 см	Вот два старичка, борода, словно белая пелена, до колен расстилается, несут на подносе куфу великую с мёдом да чудную чашу: белее рыбьего зуба, вышиной в три ладони, обделана в жемчуг да в яхонт румяный.		new	new
train_ru_5269	лаз	лазъ	laz_qGTNLoXBYc4	узкое небольшое отверстие, через которое можно пройти, проникнуть, пролезть куда-либо; лазейка	В лазе показались голова и плечи сержанта Сироты.		new	new
train_ru_5270	лаз	лазъ	laz_qGTNLoXBYc4	узкое небольшое отверстие, через которое можно пройти, проникнуть, пролезть куда-либо; лазейка	Лесные старцы жили кто в норе, кто в лазу, кто под кокорою.		new	new
train_ru_5271	лаз	лазъ	laz_qGTNLoXBYc4	узкое небольшое отверстие, через которое можно пройти, проникнуть, пролезть куда-либо; лазейка	Там, в лазу, на выходе, вторая дверка, потоньше, изнутри бревешком прижата.		new	new
train_ru_5272	лаз	лазъ	laz_qGTNLoXBYc4	узкое небольшое отверстие, через которое можно пройти, проникнуть, пролезть куда-либо; лазейка	Его дело ― подготовить из нижнего подвала нечто вроде собачьего лаза, выводящего под стенами здания наружу.		new	new
train_ru_5273	лаз	лазъ	laz_qGTNLoXBYc4	узкое небольшое отверстие, через которое можно пройти, проникнуть, пролезть куда-либо; лазейка	Девки, поправляя вал, работали опять возле ельника, заделывали в валу протоптанные скотиной лазы, заваливали их землей и парным, приятно-вонючим навозом, который работники от времени до времени подвозили со скотного двора через аллею, ― аллея вся была усеяна влажными и блестящими шмотами.		new	new
train_ru_5274	лаз	лазъ	laz_qGTNLoXBYc4	узкое небольшое отверстие, через которое можно пройти, проникнуть, пролезть куда-либо; лазейка	Туземцы ловят сурков петлями, которые настораживают над лазом из главной норы, и капканами, которые ставят на торных тропах, проложенных от одной сурчины к другим; сурки любят целыми семьями посещать своих соседей и принимать гостей: соберутся кучкой, посидят на задних лапках, посвищут и разойдутся.		new	new
train_ru_5275	лаз	лазъ	laz_qGTNLoXBYc4	узкое небольшое отверстие, через которое можно пройти, проникнуть, пролезть куда-либо; лазейка	Лошадь старого графа, игреневого меренка, называемого Вифлянкой, вёл графский стремянной; сам же он должен был прямо выехать в дрожечках на оставленный ему лаз.		new	new
train_ru_5276	лаз	лазъ	laz_qGTNLoXBYc4	узкое небольшое отверстие, через которое можно пройти, проникнуть, пролезть куда-либо; лазейка	А если и есть такие ораторы на свете, которые находят за лучшее пищать где-нибудь в укромном месте, куда никому даже лазу нет, то я их не одобряю и успеха им предрекать не могу.		new	new
train_ru_5277	лаз	лазъ	laz_qGTNLoXBYc4	узкое небольшое отверстие, через которое можно пройти, проникнуть, пролезть куда-либо; лазейка	Когда же воротились домой, попадья шепнула Степанидушке: — Хоть все лазы облазил, а не нашёл.		new	new
train_ru_5278	лаз	лазъ	laz_qGTNLoXBYc4	узкое небольшое отверстие, через которое можно пройти, проникнуть, пролезть куда-либо; лазейка			old	old
train_ru_5279	лаз	лазъ	laz_bgyDxUmP3GU	охотнч. мѣсто, гдѣ проходятъ по чему-либо звѣри, обычный путь ихъ.	Стереги лису на лазу. Плоха мышь, что одинъ только лазъ знаетъ.		old	old
train_ru_5280	лаз	лазъ	laz_5jNRNMYhSrA	автобус марки «ЛАЗ»	Иногда приходилось ездить на нашем ЛАЗе к парламенту, чтобы получить какую-нибудь мелочь из амуниции или провианта.		new	new
train_ru_5281	лаять	лаять	lajat'_XF7xTbPdYrI	о собаках и ряде других животных — издавать громкие и резкие, как правило, повторяющиеся несколько раз звуки	Собаки эти были верные хранители хозяина: они принялись лаять, когда десятский и солдат были еще на горе, шагов за полтораста от двора.		new	new
train_ru_5282	лаять	лаять	lajat'_XF7xTbPdYrI	о собаках и ряде других животных — издавать громкие и резкие, как правило, повторяющиеся несколько раз звуки	На нас бросились лаять две большие собаки, лишь только мы вошли в садик.		new	new
train_ru_5283	лаять	лаять	lajat'_XF7xTbPdYrI	о собаках и ряде других животных — издавать громкие и резкие, как правило, повторяющиеся несколько раз звуки			old	old
train_ru_5284	лаять	лаять	lajat'_PKyGQGBNnuE	перен., перех. прост. ругать, бранить	Вот уже Оксана и не любила, когда он так говорил. Перестанет, бывало, плакать и начнет его нехорошими словами «лаять».		new	new
train_ru_5285	лаять	лаять	lajat'_PKyGQGBNnuE	перен., перех. прост. ругать, бранить	Тут уж зло-горе взяло воеводу, и начал он ломиться в дверь и лаять игумена неподобными словами, пока не выбился из сил.		new	new
train_ru_5286	лаять	лаять	lajat'_PKyGQGBNnuE	перен., перех. прост. ругать, бранить	юж. бранить, ругать, журить. Собака лаетъ, вѣтеръ носитъ. Вольно собакѣ на небо лаять И мужикъ знаетъ, кто на него лаетъ. И собака на того не лаетъ, чей хлѣбъ ѣстъ. Не той собаки бойся, что громко лаетъ, а той, что исподтишка хватаетъ. Попалъ въ стаю, лай не лай, а хвостомъ виляй! Объ этомъ уже и собаки не лаютъ. Зачѣмъ лаять, коли нечего дать (коли не хочешь дать). Не всяка собака кусаетъ, что лаетъ. -ся, браниться, ругаться. Ни съ кѣмъ не лаялся, а заставляютъ мириться! Такъ и взлаялась и взъѣлась на меня. За что ты вылаялъ меня? Долаялись до драки. Залаяли гончiя. Излаялъ меня низачто. Налаялся песъ вволю. Собака облаиваетъ куницу. Насилу отлаялся. Гончiя полаиваютъ. Одна лаетъ, другая подлаиваетъ. Полно вамъ перелаиваться. Пролаяла и замолкла. Разлаялась псарня. Хорошо слаялись,		old	old
train_ru_5287	лан	ланъ	lan_fqVf3hMocrQ	рег. поле, нива, пашня	Однажды во время жныв, или, по-здешнему, страды, послали меня с лановым на лан переписать жниц и копны нажатой пшеницы.		new	new
train_ru_5288	лан	ланъ	lan_fqVf3hMocrQ	рег. поле, нива, пашня	― А почему поперечный лан не пашется? ― глядя на обчин пахотной клетки, спросил Давыдов.		new	new
train_ru_5289	лан	ланъ	lan_fqVf3hMocrQ	рег. поле, нива, пашня	юж. поле, нива, пашня; большая засѣянная полоса, около десятка десятинъ.		old	old
train_ru_5290	лан	ланъ	lan_YGw6WxeJ9YU	устар. , китайская денежная и весовая единица	Со скидкой в 20 % секретарь насчитал 400 китайских лан (т. е. унций серебра), или на наши деньги 800 рублей с небольшим.		new	new
train_ru_5291	лан	ланъ	lan_YGw6WxeJ9YU	устар. , китайская денежная и весовая единица	Стоимость каждой составляла 1/7 копейки на наши деньги, так что на китайский лан, около 2 рублей, приходилось от 1400 до 1500 штук, что составляло изрядный вес.		new	new
train_ru_5292	лан	ланъ	lan_YGw6WxeJ9YU	устар. , китайская денежная и весовая единица	Говорят, этот водопад поглотил много лан серебра, так как до новейшего времени по распоряжению свыше китайцы-чиновники присылали специальные 100 лан ежегодно в жертву грозному водопаду, его водяной неиссякаемой энергии.		new	new
train_ru_5293	лан	ланъ	lan_YGw6WxeJ9YU	устар. , китайская денежная и весовая единица	Распорядителем сборов был слуга, присланный чжисянем, слуга этот по доверенному билету барина занял 800 лан серебра, да и дал тягу.		new	new
train_ru_5294	лан	ланъ	lan_YGw6WxeJ9YU	устар. , китайская денежная и весовая единица	ланъ серебра,		old	old
train_ru_5295	лан	ланъ	lan_ji3oqiMv_DQ	истор. мера площади земельного надела в средневековой Европе	На Украине с 1557 г. назывался старопольский лан или волокой и был равен 1 лан ＝ 30 моргов ≈ 17,955 гектара.		new	new
train_ru_5296	лапта	лапта	lapta__e1sXAr9Uiw	устар. хлопушка для мух	Лаптою, кожаною лопастью на палочке, бьют мух.		new	new
train_ru_5297	лапта	лапта	lapta__e1sXAr9Uiw	устар. хлопушка для мух	Лаптою,		old	old
train_ru_5298	лапта	лапта	lapta_lDn5cpu5NJc	Лапта, лопта лопасть; плосковатая вещь, къ одному концу пошире; палка, весёлко, которымъ бьютъ мячъ, и самая игра эта игроки, при двухъ маткахъ, дѣлятся на двѣ половины; одна въ дѣвка, за лапту.	Так, замахивание палкой (прежде чем бросить ею в «городки») точно так же, как и замахивание лаптой перед ударом по мячу, заставляет сокращаться мышцы спины и в частности мышцы, фиксирующие лопатки.		new	new
train_ru_5299	лапта	лапта	lapta_lDn5cpu5NJc	Лапта, лопта лопасть; плосковатая вещь, къ одному концу пошире; палка, весёлко, которымъ бьютъ мячъ, и самая игра эта игроки, при двухъ маткахъ, дѣлятся на двѣ половины; одна въ дѣвка, за лапту.	Тут кофе два глотка, всхрапну минут пяток, // Там в шахматы, в шары иль и́з лука стрела́ми, // Пернатый к потолку лаптой мечу леток // И тешусь разными игра́ми.		new	new
train_ru_5300	лапта	лапта	lapta_lDn5cpu5NJc	Лапта, лопта лопасть; плосковатая вещь, къ одному концу пошире; палка, весёлко, которымъ бьютъ мячъ, и самая игра эта игроки, при двухъ маткахъ, дѣлятся на двѣ половины; одна въ дѣвка, за лапту.	― Ты зачем здесь? ― крикнула другая, курносая, воинственно размахивая лаптой.		new	new
train_ru_5301	лапта	лапта	lapta_lDn5cpu5NJc	Лапта, лопта лопасть; плосковатая вещь, къ одному концу пошире; палка, весёлко, которымъ бьютъ мячъ, и самая игра эта игроки, при двухъ маткахъ, дѣлятся на двѣ половины; одна въ дѣвка, за лапту.	городѣ, другая въ полѣ; въ первомъ, одинъ подаетъ мячъ, гилитъ, другой бьетъ лаптою; въ полѣ ловятъ его съ лету, и тогда городъ проданъ; если нѣтъ, то ударившiй бѣжитъ взадъ и впередъ, до черты поля, и его чкаютъ, пятнаютъ, салятъ мячомъ; если почкаютъ, попадутъ, то городъ взятъ, и горожане идутъ въ поле. Не берись,		old	old
train_ru_5302	лапта	лапта	lapta_lDn5cpu5NJc	Лапта, лопта лопасть; плосковатая вещь, къ одному концу пошире; палка, весёлко, которымъ бьютъ мячъ, и самая игра эта игроки, при двухъ маткахъ, дѣлятся на двѣ половины; одна въ дѣвка, за лапту.	Бег взапуски, эстафетный бег, баскетбол, мяч в цель (hand boll), футбол, итальянская лапта, русская лапта, чехарда, городки, хоккей.		new	new
train_ru_5303	лапта	лапта	lapta_lDn5cpu5NJc	Лапта, лопта лопасть; плосковатая вещь, къ одному концу пошире; палка, весёлко, которымъ бьютъ мячъ, и самая игра эта игроки, при двухъ маткахъ, дѣлятся на двѣ половины; одна въ дѣвка, за лапту.	Таким образом достиг я шестнадцатилетнего возраста, оставаясь при первоначальном моём образовании и играя в лапту с моими потешными, единственная наука, в коей приобрёл я достаточное познание во время пребывания моего в пансионе.		new	new
train_ru_5304	лапта	лапта	lapta_lDn5cpu5NJc	Лапта, лопта лопасть; плосковатая вещь, къ одному концу пошире; палка, весёлко, которымъ бьютъ мячъ, и самая игра эта игроки, при двухъ маткахъ, дѣлятся на двѣ половины; одна въ дѣвка, за лапту.	Лаптою же или ракетой бьют переный мяч, летучку (волан), лопаточкою, обтянутою по обручику кожею или струнным переплётом.		new	new
train_ru_5305	лапта	лапта	lapta_Zcerag0bjUY	же или ракетой бьютъ перёный мячъ, летучку лопаточкою, обтянутою по обручику кожею или струннымъ переплетомъ.	Лаптою		old	old
train_ru_5306	лапта	лапта	lapta_7_wwBWI_0ik	тул. слово из Тульской губернии пральный валекъ, портомойная плашка, кичига, пральникъ.	Лапта		old	old
train_ru_5307	лапта	лапта	lapta_IsTewpgxIOo	устар., перен., только мн. ч. пятна на лице от смущения, злости и т. д.	Ус дёргает, пыльно так на нас глядит, и вся его морда лаптами горит.		new	new
train_ru_5308	лапта	лапта	lapta_IsTewpgxIOo	устар., перен., только мн. ч. пятна на лице от смущения, злости и т. д.	Лапта мшистый островъ среди тундры; моховина, пастбище оленей, ограниченное гривками; морская лапта, мшистый раздолъ, равнина на берегу океана. Лапты на		old	old
train_ru_5309	ласкаться	ласкаться	laskat'sja_WDh18M2AVw0	к кому-чему проявлять нежность, ласковое отношение, с лаской приникать к кому-н., стараться вызвать лаской ответную ласку	Она ласкаться не умела // К отцу, ни к матери своей.		new	new
train_ru_5310	ласкаться	ласкаться	laskat'sja_WDh18M2AVw0	к кому-чему проявлять нежность, ласковое отношение, с лаской приникать к кому-н., стараться вызвать лаской ответную ласку	Собаки, услышав, что кто-то идёт, с лаем бросились к нам навстречу, но, узнав своих, начали ласкаться.		new	new
train_ru_5311	ласкаться	ласкаться	laskat'sja_WDh18M2AVw0	к кому-чему проявлять нежность, ласковое отношение, с лаской приникать к кому-н., стараться вызвать лаской ответную ласку	Собака взласкалсь, заласкалась. Доласкаться подарочка. Наласкалась, плутовка! Обласкать кого. Поласкай лошадку. Онъ подласкался къ ней. Всю псарню переласкалъ. Приласкай его. Проласкала все утро кошку. Разласкалась шавка.		old	old
train_ru_5312	ласкаться	ласкаться	laskat'sja_2dAkXOQNPpo	рег. вызывать ласкою доверие, расположение	Все во дворе называли буфетчика Петруху приёмщиком краденого, мошенником, но все ласкались к нему, уважительно раскланивались и называли Петром Якимычем.		new	new
train_ru_5313	ласкаться	ласкаться	laskat'sja_2dAkXOQNPpo	рег. вызывать ласкою доверие, расположение	Затормошили старинушку бабы, // Клянчут, ласкаются.		new	new
train_ru_5314	латы	латы	laty_p29HfnJFkno	доспехи в виде металлической брони для защиты груди и спины воина от поражения в древности — холодным оружием, а в эпоху Средневековья — и огнестрельным	В Арзрумском арсенале нашли множество старинного оружия, шлемов, лат, сабель, ржавеющих вероятно ещё со времён Годфреда.		new	new
train_ru_5315	латы	латы	laty_p29HfnJFkno	доспехи в виде металлической брони для защиты груди и спины воина от поражения в древности — холодным оружием, а в эпоху Средневековья — и огнестрельным	Выбрал эффектный доспех по росту, под его управлением итальянцы облачили его в латы, застегнули застежки, затянули ремешки и сняли дивные кадры: рыцарь повествует о поединках, подняв забрало и опершись рукой в железной рукавице на огромный меч.		new	new
train_ru_5316	латы	латы	laty_p29HfnJFkno	доспехи в виде металлической брони для защиты груди и спины воина от поражения в древности — холодным оружием, а в эпоху Средневековья — и огнестрельным	латы, кирасъ, покрываютъ только грудь и спину до поясницы. Латы бывали сплошныя кованыя, кольчуги сѣтчатыя, панцыри кольчатые или изъ плиточекъ на колечкахъ; броня общее; различали кирасъ, зерцало, куянъ, юшманъ, колонтарь, бахтерецъ, байдана		old	old
train_ru_5317	латы	латы	laty_JLwz8sr0pWA	перен. корсет	Она в неглиже, не затянута в латы негнущегося платья, без кружев, без браслет, даже не причесана; волосы небрежно, кучей лежат в сетке; блуза стелется по плечам и падает широкими складками у ног.		new	new
train_ru_5318	мысль	мысль	mysl'_F1eAEAPHJDc	всякое одиночное дѣйствiе ума, разума, разсудка; представленiе чего-либо въ умѣ; идея; сужденье, мнѣнье, соображенье и заключенье, предположенье, выдумка, думка ипр.	Его даже не пугала мысль о том, что через несколько минут они расстанутся.		new	new
train_ru_5319	мысль	мысль	mysl'_F1eAEAPHJDc	всякое одиночное дѣйствiе ума, разума, разсудка; представленiе чего-либо въ умѣ; идея; сужденье, мнѣнье, соображенье и заключенье, предположенье, выдумка, думка ипр.	Мимолётная мысль о том, что придётся вернуться в особняк, вызвала в ней внутренний взрыв отчаяния.		new	new
train_ru_5320	мысль	мысль	mysl'_F1eAEAPHJDc	всякое одиночное дѣйствiе ума, разума, разсудка; представленiе чего-либо въ умѣ; идея; сужденье, мнѣнье, соображенье и заключенье, предположенье, выдумка, думка ипр.	Мысли роятся въ головѣ день и ночь, наяву и во снѣ. Эта мысль запала мнѣ на-сердце, перешла въ волю, въ хотѣнье. Онъ не кажетъ мыслей своихъ, таится. Книга эта богата мыслями. Я съ тобою однѣхъ мыслей, согласенъ. Мнѣ это не по мысли, не нравится. Жалкая мыслишка попала ему въ голову. Пьянаго рѣчи -- трезваго мысли. Что брови-то нависли аль я тебѣ не по мысли? Брови нависли - дума на мысли.		old	old
train_ru_5321	мысль	мысль	mysl'_F1eAEAPHJDc	всякое одиночное дѣйствiе ума, разума, разсудка; представленiе чего-либо въ умѣ; идея; сужденье, мнѣнье, соображенье и заключенье, предположенье, выдумка, думка ипр.	Он курил, чтобы возбудить в себе сильную мысль и дать ей найти что-то.		new	new
train_ru_5322	мысль	мысль	mysl'_F1eAEAPHJDc	всякое одиночное дѣйствiе ума, разума, разсудка; представленiе чего-либо въ умѣ; идея; сужденье, мнѣнье, соображенье и заключенье, предположенье, выдумка, думка ипр.	Опыт был внешним толчком, заставившим работать мысль.		new	new
train_ru_5323	магазин	магазинъ	magazin_TSyxwhpVOfU	воен. устройство (ёмкость), обеспечивающее хранение и автоматическую подачу боеприпасов в стрелковом оружии	Магазин с шахматным расположением патронов в отличие от немецкого итальянцы предпочли сделать не с однорядным, а с двухрядным выходом патронов.		new	new
train_ru_5324	магазин	магазинъ	magazin_TSyxwhpVOfU	воен. устройство (ёмкость), обеспечивающее хранение и автоматическую подачу боеприпасов в стрелковом оружии	Каждый второй магазин давал задержку из-за перекоса патрона, недосыла утыкания патрона, а то и вовсе из-за неподачи его из магазина.		new	new
train_ru_5325	магазин	магазинъ	magazin_TSyxwhpVOfU	воен. устройство (ёмкость), обеспечивающее хранение и автоматическую подачу боеприпасов в стрелковом оружии			old	old
train_ru_5326	магазин	магазинъ	magazin_tnxvA0h4qs0	специально оборудованное стационарное здание или его часть, предназначенное для продажи товаров и оказания услуг покупателям	Это означало, что надлежит сходить в магазин для покупки молока и хлеба.		new	new
train_ru_5327	магазин	магазинъ	magazin_tnxvA0h4qs0	специально оборудованное стационарное здание или его часть, предназначенное для продажи товаров и оказания услуг покупателям	Разве это было не счастье — зайти в пустой магазин и поболтать со скучающим продавцом о житье-бытье?		new	new
train_ru_5328	магазин	магазинъ	magazin_tnxvA0h4qs0	специально оборудованное стационарное здание или его часть, предназначенное для продажи товаров и оказания услуг покупателям	хлѣбный, житница; вообще складочный, амбаръ, товарникъ, складъ. Въ прв. знч. народъ магазей и магазея, даже гамазея; а во втор. значн. магазинъ. [Солдаты зашли за общественный магазей		old	old
train_ru_5329	магнитный	магнитный	magnitnyj_63aea0g4nMk	, къ магниту относящiйся; -тистый, одаренный сильнымъ магнитнымъ свойствомъ. отвѣсный кругъ, по указанiю магнитной стрѣлки.	Я забыл посмотреть на магнитную стрелку, когда мы проходили магнитный экватор, отстоящий на три градуса от настоящего.		new	new
train_ru_5330	магнитный	магнитный	magnitnyj_63aea0g4nMk	, къ магниту относящiйся; -тистый, одаренный сильнымъ магнитнымъ свойствомъ. отвѣсный кругъ, по указанiю магнитной стрѣлки.	Следовательно, камень был сильно магнитный и, очевидно, представлял железный метеорит, состоящий, как установлено наукой, из никелистого железа.		new	new
train_ru_5331	магнитный	магнитный	magnitnyj_63aea0g4nMk	, къ магниту относящiйся; -тистый, одаренный сильнымъ магнитнымъ свойствомъ. отвѣсный кругъ, по указанiю магнитной стрѣлки.	Это магнитный железняк притянул к себе и ваш молоток и моё ружьё!		new	new
train_ru_5332	магнитный	магнитный	magnitnyj_63aea0g4nMk	, къ магниту относящiйся; -тистый, одаренный сильнымъ магнитнымъ свойствомъ. отвѣсный кругъ, по указанiю магнитной стрѣлки.	Магнитный желѣзнякъ, - камень, магнитная руда, желѣзная руда съ магнитною силою. Магнитная стрѣлка, компасная, указывающая сѣверъ. Магнитный меридiанъ,		old	old
train_ru_5333	магнитный	магнитный	magnitnyj_63aea0g4nMk	, къ магниту относящiйся; -тистый, одаренный сильнымъ магнитнымъ свойствомъ. отвѣсный кругъ, по указанiю магнитной стрѣлки.	Магнитный момент — векторная величина, характеризующая вещество как источник магнитного поля.		new	new
train_ru_5334	магнитный	магнитный	magnitnyj_63aea0g4nMk	, къ магниту относящiйся; -тистый, одаренный сильнымъ магнитнымъ свойствомъ. отвѣсный кругъ, по указанiю магнитной стрѣлки.	Паша шёл по ковровой дорожке среди деревянных панелей, вертел в руке пластиковый магнитный ключ от двери: чёрт его знает каким концом всовывать в замок.		new	new
train_ru_5335	магнитный	магнитный	magnitnyj_63aea0g4nMk	, къ магниту относящiйся; -тистый, одаренный сильнымъ магнитнымъ свойствомъ. отвѣсный кругъ, по указанiю магнитной стрѣлки.	Над разгрузочным конвейером установлен магнитный сепаратор.		new	new
train_ru_5336	магнитный	магнитный	magnitnyj_63aea0g4nMk	, къ магниту относящiйся; -тистый, одаренный сильнымъ магнитнымъ свойствомъ. отвѣсный кругъ, по указанiю магнитной стрѣлки.	Во-вторых, магнитный билет придает владельцу некоторую исключительность: ты, как VIP, проходишь через особый турникет, с которым опасающаяся новшеств метропублика предпочитает дела не иметь.		new	new
train_ru_5337	магнитный	магнитный	magnitnyj_63aea0g4nMk	, къ магниту относящiйся; -тистый, одаренный сильнымъ магнитнымъ свойствомъ. отвѣсный кругъ, по указанiю магнитной стрѣлки.	Да, кстати, ты знаешь, что мы тогда нашли второй северный магнитный полюс в районе недоступности?		new	new
train_ru_5338	магнитный	магнитный	magnitnyj_63aea0g4nMk	, къ магниту относящiйся; -тистый, одаренный сильнымъ магнитнымъ свойствомъ. отвѣсный кругъ, по указанiю магнитной стрѣлки.	Затем определяется расстояние до основного ориентира и магнитный азимут на этот ориентир.		new	new
train_ru_5339	магнитный	магнитный	magnitnyj_63aea0g4nMk	, къ магниту относящiйся; -тистый, одаренный сильнымъ магнитнымъ свойствомъ. отвѣсный кругъ, по указанiю магнитной стрѣлки.	Я забыл посмотреть на магнитную стрелку, когда мы проходили магнитный экватор, отстоящий на три градуса от настоящего.		new	new
train_ru_5340	мазурик	мазурикъ	mazurik_LBMSeg-txLw	, пск. слово из Псковской губернии Опд.Дополнение к опыту областного великорусского словаря. Спб. 1858.	― Да вы ночные извозчики совсем мазурики! ― возмущается седок. ― Уж и мазурики! Мазурики грабят, а мы обшиваем только пьяного.		new	new
train_ru_5341	мазурик	мазурикъ	mazurik_LBMSeg-txLw	, пск. слово из Псковской губернии Опд.Дополнение к опыту областного великорусского словаря. Спб. 1858.	Я даже Алеше, брату моему, не решился и не посмел открыть про эти полторы тысячи: до того чувствовал, что подлец и мазурик!		new	new
train_ru_5342	мазурик	мазурикъ	mazurik_LBMSeg-txLw	, пск. слово из Псковской губернии Опд.Дополнение к опыту областного великорусского словаря. Спб. 1858.	Говорили: «Ведут арестантов, бродяг, мазуру», т.е. мазуриков, мошенников.		new	new
train_ru_5343	мазурик	мазурикъ	mazurik_LBMSeg-txLw	, пск. слово из Псковской губернии Опд.Дополнение к опыту областного великорусского словаря. Спб. 1858.	Ведь её отец мазурик, весь в долгу, как в шелку…		new	new
